fen,time,move,val
rnb1kb1r/pp3ppp/2p1pn2/q2p2B1/2PP4/4PN2/PP3PPP/RN1QKB1R w KQkq - 0 1,1,b1d2,0.66
rnb1kb1r/pp3ppp/1qp1pn2/3p2B1/2PP4/4PN2/PP3PPP/RN1QKB1R w KQkq - 0 1,1,d1c2,0.59
rnbqk2r/pp2bppp/2p1pn2/3p2B1/2PP4/4PN2/PP3PPP/RN1QKB1R w KQkq - 0 1,1,b1c3,0.2
rnbqkb1r/pp3pp1/2p1pn1p/3p2B1/2PP4/4PN2/PP3PPP/RN1QKB1R w KQkq - 0 1,1,g5h4,0.18
r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/3BPN2/PP3PPP/RN1QK2R b KQkq - 0 1,1,h7h6,0.19
r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/4PN2/PP1N1PPP/R2QKB1R b KQkq - 0 1,1,f8e7,0.15
r1bqkb1r/pp1n1ppp/2p1pn2/3P2B1/3P4/4PN2/PP3PPP/RN1QKB1R b KQkq - 0 1,1,e6d5,0.18
r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/P3PN2/1P3PPP/RN1QKB1R b KQkq - 0 1,1,f8e7,0.08
2kr1b1r/pb1n1p2/3qpP2/2pP2B1/Npp5/6P1/PP3PBP/R2Q1RK1 w - - 0 1,1,g5f4,1.08
2kr1b1r/pb1n1p2/4PP2/1qp3B1/Npp5/6P1/PP3PBP/R2Q1RK1 b - - 0 1,1,b7g2,0.01
2kr1b1r/pb1n1p2/4pP2/1qpP2B1/Npp5/6P1/PP3PBP/R2QR1K1 b - - 0 1,1,b7d5,0.28
2kr1b1r/pb3p2/4pP2/1qpPn1B1/Npp5/P5P1/1P3PBP/R2Q1RK1 w - - 0 1,1,d1e2,0.97
2kr3r/pb1n1p2/4pP1b/1qpP2B1/Npp5/P5P1/1P3PBP/R2Q1RK1 w - - 0 1,1,g5h6,1.04
1nkr1b1r/pb3p2/4pP2/1qpP2B1/Npp5/P5P1/1P2QPBP/R4RK1 b - - 0 1,1,b7d5,0.42
1nkr1b1r/pb3p2/4pP2/1q1P2B1/Npp5/6P1/1P2QPBP/R4RK1 b - - 0 1,1,b7d5,0.33
1nkr1b1r/pb3p2/4pP2/1q1P2B1/NppQ4/6P1/1P3PBP/R4RK1 b - - 0 1,1,b8c6,-0.02
1nkr1b1r/pb3p2/4pP2/1q1P4/Npp5/4B1P1/1P3PBP/R2Q1RK1 b - - 0 1,1,b7d5,0.21
1nkr1b1r/p4p2/4pP2/1q1b2B1/Npp3Q1/6P1/1P3PBP/2R2RK1 b - - 0 1,1,b5a4,-1.34
1nkr1b1r/p4p2/4pP2/1q1B2B1/Npp3Q1/6P1/1P3P1P/R4RK1 b - - 0 1,1,d8d5,-0.3
1nkr1b1r/p4p2/4pP2/1q4B1/Npp3Q1/6P1/1P3PbP/R1R3K1 w - - 0 1,1,g1g2,1.99
2kr1b1r/p2n1p2/4pP2/1q1b2B1/Npp3Q1/6P1/1P3PBP/R1R3K1 w - - 0 1,1,g2d5,1.94
2k2b1r/p4p2/2n1pP2/1q1r2B1/NpQ5/6P1/1P3P1P/R1R3K1 b - - 0 1,1,d5d1,-3.43
2k2b1r/p4p2/2n1pP2/1q1r4/Npp2BQ1/6P1/1P3P1P/R1R3K1 b - - 0 1,1,d5d3,-1.03
2k2b1r/p4p2/2n1pP2/1q1r4/Npp3Q1/4B1P1/1P3P1P/R1R3K1 b - - 0 1,1,c8b7,-0.54
5b1r/p2k1p2/2n1pP2/1q1r2B1/NpR3Q1/6P1/1P3P1P/R5K1 w - - 0 1,1,a1d1,0.53
2k2b1r/p4p2/2n1pP2/1q4r1/NpR1Q3/6P1/1P3P1P/R5K1 b - - 0 1,1,f8c5,0.05
5b1r/p1k2p2/2n1pP2/1q4r1/NpRQ4/6P1/1P3P1P/R5K1 w - - 0 1,1,b2b3,0.77
1k5r/p4p2/2q1pP1b/8/Np1Q4/6P1/1P5P/3R2K1 w - - 0 1,1,d4b4,0.89
1k3b1r/p1q2p2/4pP2/8/Np6/3Q2P1/1P5P/3R2K1 b - - 0 1,1,f8h6,0.2
1k3b1r/p1q2p2/4pP2/8/Np1Q4/6P1/1P5P/3R1K2 b - - 0 1,1,b8c8,0.07
r1bqk2r/pppn1ppp/5n2/3p4/1b1P4/2N2N2/PPQ1PPPP/R1B1KB1R w KQkq - 0 1,8,c1g5,0.21
r1bqkb1r/ppp2ppp/1n3n2/3p4/3P4/2N2N2/PPQ1PPPP/R1B1KB1R w KQkq - 0 1,1,c1g5,0.29
r1bqk2r/pppnbppp/5n2/3p4/3P4/2N2N2/PPQ1PPPP/R1B1KB1R w KQkq - 0 1,1,c1f4,0.21
r1b1k2r/pp2qppp/1np5/3pN2n/3P4/2N1P3/PPQ2PPP/2KR1B1R b kq - 0 1,1,h5f6,0.05
r1b1k2r/pp2qppp/1np5/3p3n/3P4/2N1PN2/PPQ2PPP/1K1R1B1R b kq - 0 1,8,c8e6,0.18
rnbqkb1r/pp3ppp/4p3/3N4/3p4/4PN2/PP3PPP/R1BQKB1R b KQkq - 0 1,1,d8d5,-0.03
r1bq1rk1/pp3ppp/2n1pb2/3n4/3P4/P1NB1N2/1P1BQPPP/R4RK1 b - - 0 1,1,c6d4,0.01
r1bq1rk1/pp3ppp/2n1pb2/3N4/3P4/P2B1N2/1P1B1PPP/R2Q1RK1 b - - 0 1,1,e6d5,0.1
r1bq1rk1/pp3ppp/2n1pb2/3n4/3PN3/P2B1N2/1P1B1PPP/R2Q1RK1 b - - 0 1,1,f6d4,-0.1
r1bq1rk1/pp3p1p/2n1pbp1/3n4/3P4/P1NB1N2/1PQB1PPP/R4RK1 w - - 0 1,1,d2h6,0.1
r1bq1rk1/pp3pp1/2n1pb1p/3n4/3P4/P1NB1N2/1PQB1PPP/R4RK1 w - - 0 1,1,a1d1,0.12
r1bq1rk1/pp3ppp/2n1pb2/8/3P4/P1nB1N2/1PQB1PPP/R4RK1 w - - 0 1,1,b2c3,0.34
r1bqk2r/pp3ppp/n3pn2/2Pp4/1bP5/PQN2N2/1P2PPPP/R1B1KB1R b KQkq - 0 1,1,b4c3,0.13
r1bqk2r/pp3ppp/n3pn2/2Pp2B1/1bP5/1QN2N2/PP2PPPP/R3KB1R b KQkq - 0 1,1,d8a5,-0.35
r1bqk2r/pp3ppp/n3pn2/2Pp4/1bP5/1QN2N2/PP1BPPPP/R3KB1R b KQkq - 0 1,1,d5d4,-0.15
r1bqk2r/pp3ppp/n3pn2/2PP4/1b6/1QN2N2/PP2PPPP/R1B1KB1R b KQkq - 0 1,1,f6d5,0.09
r1bqk2r/pp3ppp/n3pn2/2Pp4/1bP5/1QN1PN2/PP3PPP/R1B1KB1R b KQkq - 0 1,1,f6e4,-0.03
rnbqk2r/ppp2pp1/4pn1p/3p2B1/1bPP4/5N2/PP1NPPPP/R2QKB1R w KQkq - 0 1,1,g5f6,0.12
rnbq1rk1/ppp2ppp/4pn2/3p2B1/1bPP4/5N2/PP1NPPPP/R2QKB1R w KQ - 0 1,1,e2e3,0.15
rnbqk2r/ppp2ppp/4pn2/6B1/1bpP4/5N2/PPQNPPPP/R3KB1R b KQkq - 0 1,1,b7b5,-0.21
rnbqk2r/ppp2ppp/4pn2/6B1/1bpP4/5NP1/PP1NPP1P/R2QKB1R b KQkq - 0 1,1,b7b5,-0.18
rnbqk2r/ppp2ppp/4pn2/6B1/QbpP4/5N2/PP1NPPPP/R3KB1R b KQkq - 0 1,1,b8c6,-0.48
rnbqk2r/ppp2ppp/4pn2/6B1/1bpP4/4PN2/PP1N1PPP/R2QKB1R b KQkq - 0 1,1,b7b5,-0.13
rnbqk2r/ppp2ppp/4pn2/6B1/1bpP4/P4N2/1P1NPPPP/R2QKB1R b KQkq - 0 1,1,b4d2,-0.12
rnbqk2r/ppp2ppp/4pn2/6B1/1bpPP3/5N2/PP1N1PPP/R2QKB1R b KQkq - 0 1,1,b7b5,-0.49
r1bqkb1r/1pp2ppp/p1n1pn2/2Pp4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,1,c1f4,0.17
rnbqkb1r/1pp2p1p/p3pnp1/2Pp4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,1,c1f4,0.33
r1bqkb1r/1ppn1ppp/p3pn2/2Pp4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,1,a2a3,0.33
rnbqk2r/1pp1bppp/p3pn2/2Pp4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,1,c1f4,0.21
rnbqkb1r/1pp2pp1/p3pn1p/2Pp4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,1,a2a3,0.25
rnbqkb1r/5ppp/pp2pn2/3p4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,1,c1f4,0.13
rnbqkb1r/5ppp/pP2pn2/2pp4/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,1,c1f4,0.19
r3k2r/1pqn1ppp/p1pBbn2/3p4/3P4/2NBPN1P/PP3PP1/R2QK2R b KQkq - 0 1,1,c7d6,0.16
r3k2r/1pqn1ppp/p1pbbn2/3p4/3P1B2/2NBPN1P/PP1Q1PP1/R3K2R b KQkq - 0 1,1,e8g8,0.22
r3k2r/1pqn1ppp/p1pbbn2/3p4/3P1B2/2NBPN1P/PP3PP1/R1Q1K2R b KQkq - 0 1,1,e8g8,0.19
r3k2r/1pqn1ppp/p1pbbn2/3p4/3P1B2/3BPN1P/PP2NPP1/R2QK2R b KQkq - 0 1,1,e8g8,0.19
r2qk2r/1ppn1ppp/p2bbn2/3p4/3P1B2/2NBPN2/PP3PPP/R2QK2R b KQkq - 0 1,1,d8e7,0.18
r2qk2r/1ppn1ppp/p2bbn2/3p4/3P3B/2NBPN2/PP3PPP/R2QK2R b KQkq - 0 1,1,h7h6,0.14
r2qk2r/1ppn1ppp/p2bbn2/3p2B1/3P4/2NBPN2/PPQ2PPP/R3K2R b KQkq - 0 1,1,c7c6,0.22
r2qk2r/1ppn1ppp/p2bbn2/3p2B1/3P4/1QNBPN2/PP3PPP/R3K2R b KQkq - 0 1,1,c7c5,0.14
r2qk2r/1ppn1ppp/p2bbn2/3p2B1/3P4/2NBPN2/PP3PPP/2RQK2R b Kkq - 0 1,1,c7c6,0.14
r2qk2r/1ppn1ppp/p2bbn2/3p2B1/3P4/P1NBPN2/1P3PPP/R2QK2R b KQkq - 0 1,1,c7c6,0.11
r2qk2r/1ppn1ppp/p2bbn2/3p2B1/3P4/2NBPN2/PP1Q1PPP/R3K2R b KQkq - 0 1,1,e8g8,0.13
r2q1rk1/1ppn1ppp/p2bbn2/3p2B1/3P4/2NBPN2/PP3PPP/R2Q1RK1 w - - 0 1,1,h2h3,0.3
r2qk2r/1ppn1pp1/p2bbn1p/3p2B1/3P4/2NBPN2/PP3PPP/R2Q1RK1 w kq - 0 1,1,g5f4,0.39
rq2k2r/1ppn1ppp/p2bbn2/3p2B1/3P4/2NBPN2/PP3PPP/R2Q1RK1 w kq - 0 1,1,d1d2,0.21
rnbqk2r/ppp2ppp/4p3/3p4/1bPPn3/2N2NP1/PP2PP1P/R1BQKB1R w KQkq - 0 1,1,d1c2,0.18
rnbqk2r/ppp2ppp/4pn2/8/QbpP4/2N2NP1/PP2PP1P/R1B1KB1R b KQkq - 0 1,1,b8c6,-0.1
rnbq1rk1/ppp2ppp/4pn2/8/1bpP4/P1N2NP1/1P2PPBP/R1BQK2R b KQ - 0 1,1,b4c3,-0.01
rnbq1rk1/ppp2ppp/4pn2/8/QbpP4/2N2NP1/PP2PPBP/R1B1K2R b KQ - 0 1,1,a7a5,-0.2
rn1q1rk1/pppb1ppp/4pn2/8/1bpP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 1,1,f3e5,0.31
rnbq1rk1/pp3ppp/4pn2/2p5/1bpP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 1,1,d4c5,0.31
rnbq1rk1/ppp2ppp/4p3/3n4/1bpP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 1,1,d1c2,0.11
r1bq1rk1/pppn1ppp/4pn2/8/1bpP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 1,1,d1c2,0.16
rnbq1rk1/1pp2ppp/p3pn2/8/1bpP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 1,1,f3e5,0.11
rnbq1rk1/pp3ppp/2p1pn2/8/1bpP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 1,1,f3e5,0.26
rnbq1rk1/ppp2ppp/4pn2/8/2pP4/2b2NP1/PP2PPBP/R1BQ1RK1 w - - 0 1,1,b2c3,0.54
r1bq1rk1/ppp2ppp/2n1pn2/8/1bpP4/2N1PNP1/PP3PBP/R1BQ1RK1 b - - 0 1,1,a8b8,-0.34
r1bq1rk1/ppp2ppp/2n1pn2/8/1bpP4/2N2NP1/PP2PPBP/1RBQ1RK1 b - - 0 1,1,b4e7,-0.14
r1bq1rk1/ppp2pp1/2n1pn1p/6B1/1bpP4/2N2NP1/PP2PPBP/R2Q1RK1 w - - 0 1,1,g5f6,-0.17
1rbq1rk1/ppp2ppp/2n1pn2/6B1/1bpP4/2N2NP1/PP2PPBP/R2Q1RK1 w - - 0 1,1,a2a3,0.08
r1bq1rk1/ppp1bppp/2n1pn2/6B1/2pP4/2N2NP1/PP2PPBP/R2Q1RK1 w - - 0 1,1,e2e3,0.1
r1bq1rk1/ppp2ppp/2n1pn2/6B1/2pP4/2b2NP1/PP2PPBP/R2Q1RK1 w - - 0 1,1,b2c3,0.31
r1b2rk1/ppp2pp1/2n1pq1p/8/1bpP4/2N1PNP1/PP3PBP/R2Q1RK1 b - - 0 1,1,a8b8,-0.24
r1b2rk1/ppp2pp1/2n1pq1p/8/1bpP4/2N2NP1/PP2PPBP/2RQ1RK1 b - - 0 1,1,f8d8,-0.16
r1b2rk1/ppp2pp1/2n1pq1p/8/1bpPN3/5NP1/PP2PPBP/R2Q1RK1 b - - 0 1,1,f6f5,-0.25
r1b2rk1/ppp2pp1/2n1pq1p/8/QbpP4/2N2NP1/PP2PPBP/R4RK1 b - - 0 1,1,a7a6,-0.48
r1bqk2r/pppn1ppp/4pn2/3p4/2PP4/5NP1/PP1NPP1P/R2QKB1R w KQkq - 0 1,1,d1c2,0.35
rnbqk2r/pp3ppp/4pn2/2pp4/2PP4/5NP1/PP1NPP1P/R2QKB1R w KQkq - 0 1,1,d4c5,0.5
rnbqk2r/p1p2ppp/1p2pn2/3p4/2PP4/5NP1/PP1NPP1P/R2QKB1R w KQkq - 0 1,1,d1a4,0.25
rnbqk2r/pp3ppp/2p1pn2/3p4/2PP4/5NP1/PP1NPP1P/R2QKB1R w KQkq - 0 1,1,d1c2,0.61
rnbqk2r/ppp2ppp/4pn2/8/2pP4/5NP1/PP1NPP1P/R2QKB1R w KQkq - 0 1,1,d2c4,0.5
rnbq1rk1/ppp2ppp/4pn2/3p4/2PP4/5NP1/PPQNPP1P/R3KB1R b KQ - 0 1,1,b7b6,0.22
rnbq1rk1/pp3ppp/2p1pn2/3p4/2PP4/5NP1/PP1NPPBP/R2QK2R w KQ - 0 1,1,e1g1,0.61
r1bq1rk1/pppn1ppp/4pn2/3p4/2PP4/5NP1/PP1NPPBP/R2QK2R w KQ - 0 1,1,a1c1,0.28
rnbq1rk1/p1p2ppp/1p2pn2/3p4/2PP4/5NP1/PP1NPPBP/R2QK2R w KQ - 0 1,1,b2b4,0.26
rnb2rk1/ppp1qppp/4pn2/3p4/2PP4/5NP1/PP1NPPBP/R2QK2R w KQ - 0 1,1,d1c2,0.23
r1bq1rk1/ppp2ppp/n3pn2/3p4/2PP4/5NP1/PP1NPPBP/R2QK2R w KQ - 0 1,1,c4c5,0.32
r1bq1rk1/p2nbppp/1p2pn2/3p4/3P1B2/2N2NP1/PPQ1PPBP/R4RK1 b - - 0 1,1,c8b7,0.0
r1bq1rk1/p1Bnbppp/1p2pn2/3p4/3P4/5NP1/PPQ1PPBP/RN3RK1 b - - 0 1,1,d8e8,-0.06
r1bq1rk1/p2nbppp/1pQ1pn2/3p4/3P1B2/5NP1/PP2PPBP/RN3RK1 b - - 0 1,1,c8a6,0.02
r1bq1rk1/p2nbppp/1p2pn2/3pN3/3P1B2/6P1/PPQ1PPBP/RN3RK1 b - - 0 1,1,d7e5,-0.09
r1bq1rk1/p2nbppp/1p2pn2/3p4/Q2P1B2/5NP1/PP2PPBP/RN3RK1 b - - 0 1,1,c8b7,0.0
r2q1rk1/p2nbppp/bp2pn2/3p4/3P1B2/5NP1/PPQ1PPBP/RNR3K1 w - - 0 1,1,b1c3,0.25
r1bq1rk1/p2nbppp/1p2p3/3p4/3PnB2/5NP1/PPQ1PPBP/RNR3K1 w - - 0 1,1,b1c3,0.36
r1bq1rk1/3nbppp/1p2pn2/p2p4/3P1B2/5NP1/PPQ1PPBP/RNR3K1 w - - 0 1,1,b1c3,0.22
r2q1rk1/pb1nbppp/1p2pn2/3p4/3P1B2/1Q3NP1/PP2PPBP/RNR3K1 b - - 0 1,1,a8c8,0.0
r2q1rk1/pb1nbppp/1p2pn2/3p4/3P1B2/2N2NP1/PPQ1PPBP/R1R3K1 b - - 0 1,1,a8c8,0.03
r2q1rk1/pb1nbppp/1p2pn2/3p4/Q2P1B2/5NP1/PP2PPBP/RNR3K1 b - - 0 1,1,a8c8,0.0
r2q1rk1/pbBnbppp/1p2pn2/3p4/3P4/5NP1/PPQ1PPBP/RNR3K1 b - - 0 1,1,d8e8,0.09
r2q1rk1/pb1nbppp/1p2pn2/3p4/3P1B2/5NP1/PPQNPPBP/R1R3K1 b - - 0 1,1,a8c8,0.01
rnbqk2r/pp2bppp/2p1p3/3p4/2PPn3/5NP1/PP1BPPBP/RN1Q1RK1 w kq - 0 1,1,d2f4,0.25
rnbqk2r/pp2bppp/2p1pn2/8/2pP4/5NP1/PP1BPPBP/RN1Q1RK1 w kq - 0 1,1,a2a4,0.51
r1bq1rk1/ppp2ppp/2n1p3/1Q1n4/1bpP4/5NP1/PP1BPPBP/RN2K2R w KQ - 0 1,1,b5c4,0.16
r1bqk2r/ppp2ppp/2n1p3/1Q1n4/2pP4/5NP1/PP1bPPBP/RN2K2R w KQkq - 0 1,1,b1d2,0.07
r1bqk2r/ppp1bppp/2n1p3/1Q1n4/2pP4/5NP1/PP1BPPBP/RN2K2R w KQkq - 0 1,1,b5c4,0.18
r1bqk2r/pp1nbppp/2p1pn2/3p4/2PP4/1Q3NP1/PP1BPPBP/RN3RK1 b kq - 0 1,1,a7a5,0.05
r1bqk2r/pp1nbppp/2p1pn2/3p4/2PP1B2/5NP1/PP2PPBP/RN1Q1RK1 b kq - 0 1,1,d5c4,0.04
r1bqk2r/pp1nbppp/2p1pn2/3p4/P1PP4/5NP1/1P1BPPBP/RN1Q1RK1 b kq - 0 1,1,a7a5,0.09
r1bqk2r/pp1nbppp/2p1pn2/3p4/2PP4/2N2NP1/PP1BPPBP/R2Q1RK1 b kq - 0 1,1,e8g8,0.11
r1bqk2r/pp1nbppp/2p1pn2/3p4/2PP4/N4NP1/PP1BPPBP/R2Q1RK1 b kq - 0 1,1,f6e4,0.01
r1bqk2r/pp1nbppp/2p1pn2/3p4/2PP4/2B2NP1/PP2PPBP/RN1Q1RK1 b kq - 0 1,1,e8g8,0.12
r1bqk2r/pp1nbppp/2p1pn2/3p4/2PP4/1P3NP1/P2BPPBP/RN1Q1RK1 b kq - 0 1,1,b7b6,0.12
r1bqk2r/pp1nbppp/2p1pn2/3P4/3P4/5NP1/PP1BPPBP/RN1Q1RK1 b kq - 0 1,1,e6d5,-0.11
r1bqk2r/pp1nbppp/2p1pn2/3p4/1PPP4/5NP1/P2BPPBP/RN1Q1RK1 b kq - 0 1,1,d5c4,0.03
2rq1rk1/p2nbppp/bpp1p3/3p3n/2PP4/1PN2NP1/P1QBPPBP/R2R2K1 b - - 0 1,1,h5f6,-0.04
2rq1rk1/p2nbppp/bpp1p3/3p3n/2PP4/1PN1BNP1/P1Q1PPBP/R2R2K1 b - - 0 1,1,h5f6,0.0
2rq1rk1/p2nbppp/bpp1p3/3p3n/N1PP1B2/1P3NP1/P1Q1PPBP/R2R2K1 b - - 0 1,1,h5f4,-0.45
2rq1rk1/p2nbppp/bpp1p3/3p3n/2PPPB2/1PN2NP1/P1Q2PBP/R2R2K1 b - - 0 1,1,h5f4,-0.4
2rq1rk1/p2nb1pp/bpp1p3/3p1p1n/2PP4/1PN2NP1/P1Q1PPBP/R1BR2K1 w - - 0 1,1,a2a4,0.5
2r2rk1/p1qnbppp/bpp1p3/3p3n/2PP4/1PN2NP1/P1Q1PPBP/R1BR2K1 w - - 0 1,1,e2e4,0.83
2rq1rk1/p2nbppp/bpp1pn2/3p4/2PPP3/1PN2NP1/P1Q2PBP/R1BR2K1 b - - 0 1,1,d5c4,0.0
2rq1rk1/p2nbppp/bpp1pn2/3p4/2PP4/1PN2NP1/PBQ1PPBP/R2R2K1 b - - 0 1,1,d8c7,0.05
1r1qkb1r/pppb1ppp/2n1pn2/8/2QP4/5NP1/PP2PPBP/RNB1K2R w KQk - 0 1,1,e1g1,0.74
2rqkb1r/pppb1ppp/2n1pn2/8/2QP4/5NP1/PP2PPBP/RNB1K2R w KQk - 0 1,1,c1d2,0.29
r2qkb1r/1ppb1ppp/p1n1pn2/8/2QP4/5NP1/PP2PPBP/RNB1K2R w KQkq - 0 1,1,e1g1,0.57
r2qk2r/pppb1ppp/2nbpn2/8/2QP4/5NP1/PP2PPBP/RNB1K2R w KQkq - 0 1,1,e1g1,0.31
r2qkb1r/pppb1ppp/4pn2/n7/3P4/3Q1NP1/PP2PPBP/RNB1K2R b KQkq - 0 1,1,c7c5,0.31
r2qkb1r/pppb1ppp/4pn2/n7/3P4/5NP1/PPQ1PPBP/RNB1K2R b KQkq - 0 1,1,a8c8,0.04
r2qkb1r/pppb1ppp/4pn2/n7/3P4/2Q2NP1/PP2PPBP/RNB1K2R b KQkq - 0 1,1,c7c5,0.2
r1bq1rk1/p2nbppp/2p1pn2/1p1p4/2PP4/1P3NP1/P1QBPPBP/RN3RK1 w - - 0 1,1,c4c5,0.34
r1bq1rk1/pp1nbppp/2p1p3/3p4/2PPn3/1P3NP1/P1QBPPBP/RN3RK1 w - - 0 1,1,d2f4,0.2
r1bq1rk1/1p1nbppp/2p1pn2/p2p4/2PP4/1P3NP1/P1QBPPBP/RN3RK1 w - - 0 1,1,b1c3,0.35
rn1q1rk1/pb2bppp/1pp1pn2/3p4/2PP4/1P3NP1/P1QBPPBP/RN3RK1 w - - 0 1,1,f1d1,0.11
rnbq1rk1/p3bppp/1pp1p3/3p4/2PPn3/1P3NP1/P1QBPPBP/RN3RK1 w - - 0 1,1,d2f4,0.19
rnbq1rk1/p3bppp/1p2pn2/2pp4/2PP4/1P3NP1/P1QBPPBP/RN3RK1 w - - 0 1,1,c4d5,0.06
rnbq1rk1/4bppp/1pp1pn2/p2p4/2PP4/1P3NP1/P1QBPPBP/RN3RK1 w - - 0 1,1,f3e5,0.09
rnbq1rk1/p2nbppp/1pp1p3/3p4/2PP4/1P3NP1/P1QBPPBP/RN3RK1 w - - 0 1,1,f1d1,0.61
r1bq1rk1/1p1nbppp/2p1pn2/p2p4/2PP1B2/5NP1/PPQ1PPBP/RNR3K1 b - - 0 1,1,h7h6,0.01
r1bq1rk1/1p1nbppp/2p1pn2/p2p4/2PP1B2/5NP1/PPQNPPBP/R4RK1 b - - 0 1,1,f6h5,0.04
r1bq1rk1/1p1nbppp/2p1pn2/p2p4/2PP1B2/1P3NP1/P1Q1PPBP/RN3RK1 b - - 0 1,1,b7b6,-0.02
r1bq1rk1/1p1nbppp/2p1pn2/p2p4/2PP1B1P/5NP1/PPQ1PPB1/RN3RK1 b - - 0 1,1,h7h6,0.08
r1bq1rk1/1p1nbppp/2p1pn2/p2p4/2PP1B2/P4NP1/1PQ1PPBP/RN3RK1 b - - 0 1,1,b7b6,0.07
r1bq1rk1/1p1nbppp/2p1pn2/p2p4/2PP1B2/2N2NP1/PPQ1PPBP/R4RK1 b - - 0 1,1,d5c4,-0.45
r1bq1rk1/1p1nbppp/2p1pn2/p2p4/P1PP1B2/5NP1/1PQ1PPBP/RN3RK1 b - - 0 1,1,b7b6,-0.01
r1bq1rk1/1p1nbppp/2p1pn2/p2P4/3P1B2/5NP1/PPQ1PPBP/RN3RK1 b - - 0 1,1,e6d5,-0.15
r1bq1rk1/1p1nbppp/2p1pn2/p2pN3/2PP1B2/6P1/PPQ1PPBP/RN3RK1 b - - 0 1,1,d7e5,-0.07
r1bq1rk1/1p1nbppp/2p1pn2/p1Pp4/3P1B2/5NP1/PPQ1PPBP/RN3RK1 b - - 0 1,1,b7b6,-0.28
r1bq1rk1/1p1nbppp/2p1p3/p2p3n/2PP4/5NP1/PPQ1PPBP/RNBR2K1 b - - 0 1,1,h5f6,0.35
r1bq1rk1/1p1nbppp/2p1p3/p2pB2n/2PP4/5NP1/PPQ1PPBP/RN1R2K1 b - - 0 1,1,f7f6,-0.59
r1bq1rk1/1p1nbppp/2p1p3/p2p3n/2PP4/5NP1/PPQBPPBP/RN1R2K1 b - - 0 1,1,h5f6,0.13
r1bq1rk1/1p1nbppp/2p1p3/p2p3n/2PP1B2/5NP1/PPQNPPBP/R2R2K1 b - - 0 1,1,h5f4,-0.14
r1bq1rk1/1p1nbppp/2p1p3/p2p3n/2PP4/4BNP1/PPQ1PPBP/RN1R2K1 b - - 0 1,1,h5f6,0.11
r1bq1rk1/1p1nbppp/2p1p3/p2p3n/2PP1B2/1P3NP1/P1Q1PPBP/RN1R2K1 b - - 0 1,1,h5f4,-0.28
rn1q1rk1/p3bppp/bpp1pn2/3P4/3P1B2/5NP1/PPQ1PPBP/RN3RK1 b - - 0 1,1,f6d5,0.15
rn1q1rk1/p3bppp/bpp1pn2/3pN3/2PP1B2/6P1/PPQ1PPBP/RN3RK1 b - - 0 1,1,f6d7,-0.02
rB1q1rk1/p3bppp/bpp1pn2/3p4/2PP4/5NP1/PPQ1PPBP/RN3RK1 b - - 0 1,1,d8b8,-0.23
rn1q1rk1/p3bppp/bpp1p3/3p3n/2PP1B2/1P3NP1/P1Q1PPBP/RN3RK1 w - - 0 1,1,f4c1,0.22
rnbq1rk1/1p2bppp/2p1pn2/p2p4/2PP4/2N3P1/PP1NPPBP/R1BQ1RK1 b - - 0 1,1,b7b5,0.05
rnbq1rk1/1p2bppp/2p1pn2/p2pN3/2PP4/2N3P1/PP2PPBP/R1BQ1RK1 b - - 0 1,1,f6d7,-0.01
rnbq1rk1/1p2bppp/2p1pn2/p2p4/2PP4/2N2NP1/PP2PPBP/R1BQR1K1 b - - 0 1,1,b8d7,0.05
rnbq1rk1/1p2bppp/2p1pn2/p2p4/2PP1B2/2N2NP1/PP2PPBP/R2Q1RK1 b - - 0 1,1,d5c4,-0.01
rnbq1rk1/1p2bppp/2p1pn2/p2p4/2PP4/2N2NP1/PPQ1PPBP/R1B2RK1 b - - 0 1,1,d5c4,-0.16
rnbq1rk1/1p2bppp/2p1pn2/p2p4/2PP4/2NQ1NP1/PP2PPBP/R1B2RK1 b - - 0 1,1,b7b6,0.0
rnbq1rk1/1p2bppp/2p1pn2/p2p2B1/2PP4/2N2NP1/PP2PPBP/R2Q1RK1 b - - 0 1,1,b8d7,-0.05
rnbq1rk1/1p2bppp/2p1pn2/p2p4/2PP4/P1N2NP1/1P2PPBP/R1BQ1RK1 b - - 0 1,1,b7b6,0.04
